Loại KH,Tên Công Ty/Đơn Vị,Họ Tên Chủ,SĐT,Tỉnh,Quận/Huyện,Địa Chỉ,Nguồn,Thông Tin Chi Tiết,Khu vực
Đại lý (Nhôm Topal),Anh Tâm,,903678902,TPHCM3,,"1/12 KP 7, Quang Trung, TT.Hóc Môn",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Phương,,902318687,TPHCM3,,"306/5, Ấp Đông 2, Xã Thới Tam Thôn",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Nam,,937226637,TPHCM3,,"Số 22 Bùi CôngTrừng, Đông Thạnh, Hóc Môn",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Mrs Dung,,988551766,TPHCM3,,194/5 thới tam thôn 6 xã thới tam thôn Hóc Môn,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Hiền,,976022539,TPHCM3,,"945 TL7 ấp Xóm Mới, Xã An Nhơn Tây, Củ Chi",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Khang,,915769093,TPHCM3,,"50/24 Đường 59, P14, Gò Vấp",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),A TRÍ,,906818223,TPHCM3,,"443 Lê Đức Thọ, P17, GÒ VẤP",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Thế,,907776225,TPHCM3,,116/34 Thiên Phước P9,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),A Duy,,947205168,TPHCM3,,"148 Bình Long, Phú Thạnh, Tân Phú",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Thịnh,,933900925,TPHCM3,,"136 Dương Văn Dương, P.Tân Quý, Q.Tân Phú, TP.HCM",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Tâm,,903970667,TPHCM3,,"318 Gò Dầu, P.Tân Quý",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Huệ,,916181055,TPHCM3,,Phú Quốc,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Thành,,901400268,TPHCM3,,"30/3 Hà Thị Khéo, P. Trung Mỹ Tây, Q12, Tp. HCM",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Chinh,,986299778,TPHCM4,,"Đường 185. Q9, TP.HCM",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),,,982553772,TPHCM4,,"Tân Sơn, Gò Vấp",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH HIỆP,,918336777,TPHCM4,,"B490 QL1A, P. ĐÔNG HƯNG THUẬN, QUẬN 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH PHƯƠNG,,909648164,TPHCM4,,"HT 17, QUẬN 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH THIỆN,,909291437,TPHCM4,,Quận 12,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH TRUNG,,903956856,TPHCM4,,"Tân Thới Nhất 1, Quận 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),,,976994458,TPHCM4,,"361 ĐƯỜNG TCH 10, KHU PHỐ 8, PHƯỜNG TÂN CHÁNH HIỆP QUẬN 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH NHÂT,,985232732,TPHCM4,,"86M/3 ĐƯỜNG HÀ CHƯƠNG KHU PHỐ 1, P.TRUNG MỸ TÂY QUẬN 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Thức,,909091357,TPHCM4,,VƯỜN LÀI,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH VINH,,913680770,TPHCM4,,"LÊ THỊ RIÊNG, QUẬN 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),ANH VƯƠNG,,979545507,TPHCM4,,"59/9 TX52 PHƯỜNG THẠNH XUÂN, QUẬN 12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Chiến,,988589198,TPHCM4,,LÊ THỊ RIÊNG QUẬN 12,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Danh,,974868430,TPHCM4,,"24 đường DHT, KHP2, P, Tân Hưng Thuận, Q12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Nghĩa,,944133075,TPHCM4,,"BÙI VĂN NGỮ, HIỆP THÀNH, Q12",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Tuấn Kiệt,,944554118,TPHCM4,,"280/20 Đường Thạnh Xuân 25, Quận 12, HCM",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Hải,,969422930,TPHCM4,,"Long Phươc, q9, tphcm",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Thảo,,937001828,TPHCM4,,"Xã Bà Điểm, HocMon, TPHCM",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Minh,,918203799,TPHCM4,,256 Thoại Ngọc Hẩu,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Phát,,909051686,TPHCM4,,"177 Dương Thị Mười,",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),CTY TNHH NHÔM KÍNH BẢO HUY,,989988784,Lâm Đồng,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Công ty TNHH Lê Hiệp Thành,,913983569,Sóc Trăng,,"82 Lê Lợi, P6, Phường 6, Sóc Trăng",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),CTY CP SX TM DV THÀNH ĐẠT,,942111999,Cần Thơ,,,Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Công ty TNHH TM XD Quyên Thịnh Window,,939441488,Sóc Trăng,,"175 Hùng Vương, P6, Phường 6, Sóc Trăng",Data tổng hợp,,Miền Nam
Đại lý (Nhôm Topal),Anh Phương,,338996729,Thái Nguyên,,"Thanh Xuyên, Phổ Yên, Thái Nguyên",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Quang Thiệp,,985015886,Lạng Sơn,,Khu Lao Động TT Lộc Bình,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Đức Chính,,972713922,Quảng Ninh,,Bắc Sơn,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Anh Huỳnh,,988976692,Hà Nội,,"Chợ Bìm, Bạch Hạ, Minh Tân, Phú Xuyên",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Hiếu Yến,,973413623,Hà Nội,,"Thị Trấn Phú Minh, Phú Xuyên",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Giang Hòa,,374742256,Hà Nội,,"Thôn Nam Phú, Xã Nam Phong, Phú Xuyên",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Cảng Mến,,986925074,Hà Nội,,"Phố Nguộn, Văn Tự",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Quang Trung,,973332163,NGHỆ AN,,"Diễn Đoài, diễn châu, nghệ an",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Quang Thiết,,833885999,Hà Tĩnh,,"Đồng Lộc, hà tĩnh",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Nam Khánh,,976253878,Hà Tĩnh,,"Thạch Sơn, thạch hà, hà tĩnh",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Dũng Bình,,987342707,Hà Tĩnh,,"Tỉnh lộ 17, thạch hà, hà tĩnh",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Thái Hanh,,848811277,Hà Tĩnh,,"Thôn 6, Nam Phúc Thăng, cẩm xuyên, hà tĩnh",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Phạm Tuân,,343939367,Hà Tĩnh,,Kỳ Ninh,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Nghĩa Mỹ,,838983739,Hà Tĩnh,,"Xã Kỳ Khang, Huyện Kỳ Anh",Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Nam Bình,,332979659,Nam Định,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Thế Cường,,934618750,Nam Định,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),ĐL Kỷ Lan,,936056468,Hà Nội,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Đl Phúc Hậu,,969833706,Hà Nội,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Thảo Hương,,945412999,Nghệ An,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Huy Lý,,977745567,Nghệ An,,,Data tổng hợp,,Miền Bắc
Đại lý (Nhôm Topal),Tập đoàn PNG,,913202346,Nghệ An,,,Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐL CỬA SAO VIỆT (THỦ ĐỨC),,317582357,Hồ Chí Minh,,"1/10 Linh Đông, Phường Linh Đông, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Khánh Đăng,,326076669,Đà Nẵng,,"26 Phan Văn Đáng, Cẩm Lệ, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐL anh Cường,,326364100,Quảng Ngãi,,"Bình An, Bình Sơn, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐẠI PHÚ QUÍ,,334640454,Đồng Nai,,"Số 1800 - 1802, Nguyễn Ái Quốc, KP6, P. Trung Dũng, TP. Biên Hòa- Tỉnh Đồng Nai",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL Anh Tràng,,342172542,Quảng Ngãi,,"Tịnh Hòa, TP Quảng Ngãi, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,CTV ANH CƯỜNG,,347550468,HCM,,"Quận 12, Quận 12, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Thân,,358944619,Bình Định,,"TT Tây Sơn, Tây Sơn, Bình Định",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,CTV Huỳnh Cao Trạng,,372440139,HCM,,"Quận 12, Quận 12, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,TÍNH HIẾU,,376766773,KHÁNH HÒA,,"TT VẠN GIÃ, VẠN NINH, KHÁNH HÒA",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Duy Thịnh Phát,,383292275,Bình Dương,,"KCN Bàu Bàng, Bàu Bàng, Bàu Bàng, Bình Dương",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL STD Quảng Đà (Đà Nẵng ),,396329279,Đà Nẵng,,"24 Mai Anh Tuấn , P Hòa Xuân, Q Cẩm Lệ , tp Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,AiSmarthome,,396999918,Đà Nẵng,,"367 Diên Hồng, Hòa Xuân, Cẩm Lệ, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Nhôm kính Huy Toàn,,397077707,KHÁNH HÒA,,"Đường trung tâm xã Vĩnh Thạnh Nha Trang, Vĩnh Thạnh, KHÁNH HÒA",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,WINDOW VIỆT,,398025841,Bình Phước,,", Đồng Xoài , Bình Phước",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Tùng Lâm,,704992899,Sóc Trăng,,"QL1A, Phường 7, Phường 7, Sóc Trăng",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hồng Tuấn Phát,,706286905,Gia Lai,,"139 Trần Nhật Duât, Pleiku, Gia Lai",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐL STD Protech Door (Đắk Lắk),,785735735,Đak Lak,,403 trần Nhân Tông - Phường Khánh Xuân - TP Buôn Ma Thuột - Đắk Lắk,Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Thắng,,787696679,KHÁNH HÒA,,"Nhơn BÌnh, Quy NHơn, Bình Định",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Đức Dương bossdoor,,789957957,Đồng Nai,,"Ql56 Long Thành, , Đồng Nai",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL NGÔI NHÀ VIỆT (BÌNH DƯƠNG),,797994651,Bình Dương,,"Số 116, Đường võ văn kiệt, Khu 01, Phường Phú Tân,Thành phố Thủ Dầu Một,Tỉnh Bình Dương, Việt Nam",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CHÍ THÀNH,,799639163,Đồng Tháp,,"Cao Lãnh, Cao Lãnh, Đồng Tháp",Data tổng hợp,,Miền Nam
Khách hàng Bu2,AKOHOME,,813348383,KHÁNH HÒA,,"TỐ HỮU , TP NHA TRANG, TP NHA TRANG, KHÁNH HÒA",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Châu Á,,818747122,Phú Yên,,"Tuy Hòa, Phú Yên, Phú Yên",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Duy Tân,,822192305,Bạc Liêu,,"Láng Tròn, Giá Rai, Bạc Liêu, Bạc Liêu, Bạc Liêu",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hòa Cường,,827758968,Quảng Ngãi,,"375 Hai Bà Trưng, TP Quảng Ngãi, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,THANH HẢI,,838888768,Đồng Tháp,,"Cao Lãnh, Cao Lãnh, Đồng Tháp",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL Nguyên Long Vũ ( Kon Tum),,848226568,Kon Tum,,"207 Đống Đa, Phường Quang Trung, Thành phố Kon Tum, Tỉnh Kon Tum, Việt Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,TRƯỜNG NGHĨA,,854437438,Đồng Tháp,,"Tràm Chim, Cao Lãnh, Đồng Tháp",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL STD LÊ KHÁNH (VŨNG TÀU),,859539689,BRVT,,"7/13  KP.Hải An, Long Hải, Long Điền, BRVT",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Cơ khí Cường,,865671112,Trà Vinh,,"Ba Bích, Ba Tơ, Quảng Ngãi",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL STD TÍN PHÁT (PHÚ YÊN),,865891186,Phú Yên,,"Thửa số 2 Cụm CN Hòa An,Xã Hòa Bắc, H Phú Hòa, Tỉnh Phú Yên",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,SCDoor,,868126770,Quảng Nam,,"Đường Quang Trung, Ái Nghĩa, Huyện Đại Lộc, Quảng Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,VIỆT THÀNH,,869013456,KHÁNH HÒA,,"LÊ HỒNG PHONG,TP NHA TRANG, TP NHA TRANG, KHÁNH HÒA",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Ware House,,869069898,HCM,,"155 An Dương Vương, P. An Lạc, Quận Bình Tân, TP HCM, Bình Tân, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Thiên Khang Door,,879433335,Quảng Ngãi,,"125 Phạm Văn Đồng, TT Chợ Chùa, Huyện Nghĩa Hành, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Kỳ Anh Window,,900434022,HCM,,"787 Nguyễn Lương Bằng, Liên Chiểu, Đà Nẵng",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Secdoor,,901131821,Đà Nẵng,,"234 Thanh Thủy, P. Thanh Bình, Hải Châu, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Đức Vinh,,901454146,Vũng Tàu,,"Vũng Tàu, Vũng Tàu, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐL Thanh Phúc (Q7),,901499998,HCM,,"10/8 Đường Nguyễn Văn Linh, P. Bình Hưng, Huyện Bình Chánh, TP. HCM",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL Quy Nhơn Door ( Bình Định),,901997598,Quy Nhơn,,"Lô 14, Đường DS7 Bắc Hà Thanh 2 , Phường Đống Đa,Thành phố Quy Nhơn,Tỉnh Bình Định, Việt Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Tân Đại Nghĩa,,902252181,Bình Định,,"60 Thanh Niên, Bình Định, Bình Định",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Phương Anh Phát,,902301192,ĐỒNG NAI,,"Long Thành, Long Thành, ĐỒNG NAI",Data tổng hợp,,Miền Nam
Khách hàng Bu2,GIA PHÁT,,902616656,Bình Phước,,", Đồng Xoài , Bình Phước",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Nhất Tâm,,902705847,HCM,,", Quận 8, TPHCM 3",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Nam Tiến,,902800688,HCM,,", Quận 8, TPHCM 3",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Ngọc Ẩn,,903003448,HCM,,", Thủ Đức, TPHCM 3",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Công ty Xây Dựng Huy Hoàng,,903045330,HCM,,"Q.Tân Phú, Quận Tân Phú, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Tín Phú Door,,903555705,Đà Nẵng,,"233 Tôn Đản, P Hòa An, Cẩm Lệ, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Cửa hàng Cửa Sắt Trung Hiếu,,903682014,HCM,,"Quận Bình Tân, Bình Tân, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Công ty Ngọc Châu,,903719976,HCM,,"Quận Bình Tân, Bình Tân, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CAO TỪ,,903804472,Vũng Tàu,,"26A/1 Nguyền Đình Tứ, P.10,TP.Vũng tàu, Vũng Tàu, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,THẮNG LỢI,,903853822,Đồng Tháp,,"Châu Thành, Châu Thành, Đồng Tháp",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Minh Diệu Phong,,903923036,HCM,,"173/8 Phan Huy Ích, P.15, Bình Tân, TPHCM 3",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Cơ khí Trung,,905022053,Quảng Nam,,"Chợ Đình, TT Nam Phước, Duy Xuyên, Quảng Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Khởi Phát,,905022707,Quảng Nam,,", TT Nam Phước, Duy Xuyên, Quảng Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Hải Bình,,905136438,KHÁNH HÒA,,"03 Trương Hán Siêu, Phước Long, Nha Trang, TP NHA TRANG, KHÁNH HÒA",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐL anh Đạt,,905307412,Quảng Ngãi,,"Nghĩa Phú, TP Quảng Ngãi, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Next Window,,905617688,Đà Nẵng,,"45 Hòa Minh 1, P. Hòa Minh, Liên Chiểu, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Thuận Nhân,,905712813,KHÁNH HÒA,,"5A Nguyễn Tất Thành, Phước Long,Nha Trang, TP NHA TRANG, KHÁNH HÒA",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Quốc Tín Window,,905721280,Đà Nẵng,,"Khái Đông 4, Ngũ Hành Sơn, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Đỗ Gia Huy,,905845508,Quảng Nam,,"Quốc Lộ 1 A, Quế Xuân 1, Quế Sơn, Quảng Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,HB Window,,905888441,Đà Nẵng,,"Hòa Quý, Ngũ Hành Sơn, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Gia Đình Phát,,906000955,Đà Nẵng,,"228 Điện Biên Phủ, P. Hòa Khê, Thanh Khê, Đà Nẵng",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,CTV Trương Văn Định (Titadoor),,906045515,HCM,,"Quận 12, Quận 12, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Việt Tiến Phát,,906114304,Quảng Nam,,"286 Điện Biên Phủ, TT Nam Phước, Duy Xuyên, Quảng Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Hồng Quang,,906459686,Quảng Nam,,", TP Tam Kỳ, Quảng Nam",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Thiện Hưng,,906497077,Quảng Ngãi,,"416 Hai Bà Trưng, P. Trần Phú, TP Quảng Ngãi, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,MiTa Tâm,,906668093,HCM,,"QL50,Q8, Quận 8, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hoàng Gia,,906771666,Vũng Tàu,,"Hòa Long,Bà Rịa, Bà Rịa, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Đức cần,,906786081,HCM,,"Gò Ô Môi, Q7, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Cty Hoàng Ngọc Thắng,,906807379,HCM,,"562 Lũy Bán Bích, phường Hòa Thạnh, Quận Tân Phú, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Phạm Vũ,,906880454,Vũng Tàu,,"Mỹ Xuân, Phú Mỹ, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Cty AlPha,,907104939,HCM,,"21 Nguyễn Văn Trỗi, Phú Nhuận, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CTV Hoàng Việt Đức,,907693113,HCM,,"Nhà Bè, Nhà Bè, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hoàng Ân,,907734788,HCM,,"284 Tân Chánh Hiệp 10, P.Tân Chánh Hiệp, Quận 12, TPHCM 3",Data tổng hợp,,Miền Nam
Khách hàng Bu2,PHÚC VINH,,907767250,Đồng Tháp,,"Cao Lãnh, Cao Lãnh, Đồng Tháp",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Thien Lộc,,908150315,HCM,,"86 Le Văn Lương, Phuoc Kiển, Nhà Bè, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Đại Tín Phát,,908202899,HCM,,", Quận 12, TPHCM 3",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Thành Phát,,908215696,Vũng Tàu,,"Vũng Tàu, Vũng Tàu, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Thành Tâm,,908468138,HCM,,"QL50,Q8, Quận 8, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hùng Long,,908551766,Bình Phước,,"Sa Cam 2 , P. Hưng Chiến , TX Bình Long, Bình Phước",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Vũ Đạt Phát,,908585709,ĐỒNG NAI,,"TP.Biên Hòa, Biên Hoà, ĐỒNG NAI",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CTV Bùi Thanh Nam,,908605697,HCM,,"Quận 12, Quận 12, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CTV Nguyễn Tường Việt,,908759677,HCM,,"Thủ Đức, Thủ Đức, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Phúc An Door,,908973655,HCM,,"1267A  Lê Văn Lương, Phước Kiển , Nhà Bè, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hoà Thuận Phát,,909025456,ĐỒNG NAI,,"QL51, Biên Hoà, Biên Hoà, ĐỒNG NAI",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Home WINDOW,,909057669,HCM,,"Đướng song hành, quận 12, TPHCM 4",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL Anh Nhất,,909278389,Quảng Ngãi,,"Tịnh Khê, TP Quảng Ngãi, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,VĨNH PHÁT,,909364078,Vũng Tàu,,"Vũng Tàu, Vũng Tàu, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Hoàng Phát,,909436538,Bình Dương,,"Thủ Khoa Huân, Thuận Giao , Thuận An, Bình Dương",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hưởng,,909455279,Vũng Tàu,,"Vũng Tàu, Vũng Tàu, Bà Rịa - Vũng Tàu",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Công ty Lập Thành Đạt,,909663797,HCM,,"Q.Bình Tân, Bình Tân, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CTV TRẦN QUANH THÁI,,909728988,HCM,,", Thủ Dầu Một, Bình dương",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Hoàng Anh Window,,909859668,HCM,,", Q7, TPHCM 1",Data tổng hợp,,Miền Nam
Khách hàng Bu2,CTV Đặng Quốc Bảo,,909878728,HCM,,"Thủ Đức, Thủ Đức, TPHCM 2",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Toàn Phát,,911083434,Đắk Nông,,"lê duẩn, Tp Buôn Ma Thuột, Đắk Lắk",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,STD BẢO NGỌC,,911368239,Cà Mau,,"Quốc lộ 1A, Xã Lý Văn Lâm, TP Cà Mau, Tỉnh Cà Mau",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Huy Phát,,911387686,Quảng Ngãi,,"Ngã tư Hàng Da, Sơn Tịnh, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,NHÔM KÍNH THĂNG LONG,,912334701,ĐỒNG NAI,,"LONG THÀNH, Long Thành, Đồng Nai",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Anh DŨng,,912372107,Bình Dương,,"Thủ Dầu Một, Thủ Dầu Một, Bình Dương",Data tổng hợp,,Miền Nam
Khách hàng Bu2,TẤN CƯỜNG,,912763179,Đồng Nai,,"PHƯỚC TÂN, BIÊN HOÀ, , Đồng Nai",Data tổng hợp,,Miền Nam
Khách hàng Bu2,ĐL NHÔM KÍNH MIỀN TRUNG (KHÁNH HÒA),,913183908,Khánh Hòa,,"Tổ dân phố Bãi Giếng 4, thị trấn Cam Đức, huyện Cam Lâm, tỉnh Khánh Hòa.",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,Phúc An,,913189921,Bình Định,,"KCN Nhơn Bình - Quy Nhơn, Bình Định, Bình Định",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐẠI THÀNH PHÁT,,913424167,Vũng Tàu,,"669-CMT8, PHƯỜNG LONG TOÀN, TP BR, BRVT.",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,ĐL Duy Thuyên,,913470811,Quảng Ngãi,,"Trường Chinh, TP Quảng Ngãi, Quảng Ngãi",Data tổng hợp,,Miền Bắc
Khách hàng Bu2,PHÊ,,913595879,Đồng Tháp,,"Tháp Mười, Tháp Mười, Đồng Tháp",Data tổng hợp,,Miền Nam
Khách hàng Bu2,VINA ĐẠI THẮNG,,913627989,Đồng Nai,,"NG ÁI QUỐ + VĨNH CỬU + BỬU HOÀ, BIÊN HOÀ, Biên Hoà, Đồng Nai",Data tổng hợp,,Miền Nam
Khách hàng Bu2,Vinh Thanh,,913865439,Lâm Đồng,,"Tp Đà Lạt, ĐÀ Lạt, Lâm Đồng",Data tổng hợp,,Miền Bắc
